code,college,school,areas_of_interest,next_offering,assessment_types,assessment_weights,max_assessment_weight,max_assessment_type,max_assessment_name,blurb,summary_link,selt_link
LAWS1202,"College of Law, Governance and Policy",Law School,Law,Jul 2025,"['participation', 'other', 'test/quiz/midsem', 'essay/report']","{'Tutorial Attendance': 0.0, 'Tutorial Discussion Starter': 20.0, 'Mid-semester Problem Solving Assignment': 30.0, 'Essay and Reflective Piece': 50.0}",50.0,essay/report,Essay and Reflective Piece,"To enrol in this course you must be studying a 
 Bachelor of Laws (ALLB) and have completed or be currently completing LAWS1201 Foundations of Australian Law.",https://programsandcourses.anu.edu.au/course/LAWS1202/Second%20Semester/8777,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS1202_Time_Series_LRN.pdf
LAWS6102,"College of Law, Governance and Policy",Law School,Law,Jul 2025,"['participation', 'other', 'test/quiz/midsem', 'essay/report']","{'Tutorial Attendance': 0.0, 'Tutorial Discussion Starter': 20.0, 'Mid-semester Problem Solving Assignment': 30.0, 'Essay and Reflective Piece': 50.0}",50.0,essay/report,Essay and Reflective Piece,To enrol in this course you must be studying a Juris Doctor (MJD) and have completed or be currently completing LAWS1201/LAWS6101 Foundations of Australian Law.,https://programsandcourses.anu.edu.au/course/LAWS6102/Second%20Semester/7330,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS6102_Time_Series_LRN.pdf
MGMT3021,College of Business and Economics,Research School of Management,Management,Jul 2025,"['participation', 'test/quiz/midsem', 'other', 'reflection']","{'Lecture and tutorial Participation (individual assessment) 10%': 10.0, 'Mid-semester test (individual assessment) 25%': 25.0, 'Leadership project (group assignment) (30%)': 30.0, 'Personal leadership capability reflection (individual assignment) (35%)': 35.0}",35.0,reflection,Personal leadership capability reflection (individual assignment) (35%),"To enrol in this course, you must have: 
 completed at least 72 units.",https://programsandcourses.anu.edu.au/2024/course/MGMT3021/First%20Semester/4263,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MGMT3021_Time_Series_LRN.pdf
NSPO8012,"College of Law, Governance and Policy",Crawford School of Public Policy,"Policy Studies, Political Sciences",,"['other', 'other', 'essay/report', 'other']","{'Foundations Assessment': 15.0, 'Leadership Analysis': 25.0, 'Research Essay': 50.0, 'Practical Policy Exercise Debrief': 10.0}",50.0,essay/report,Research Essay,You are unable to enrol in the course if you have previously taken NSPO8012 and NSPO8004,https://programsandcourses.anu.edu.au/course/NSPO8012/First%20Semester/3947,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/NSPO8012_Time_Series_LRN.pdf
MGMT8270,College of Business and Economics,Research School of Management,"Business Information Systems, International Business, Management, Marketing, Business Administration",Jul 2025,"['test/quiz/midsem', 'reflection', 'other']","{'Teamwork Quizzes (40%) - Individual Assessment': 40.0, 'Reflections on Leadership': 30.0, 'Assessment #3: Group Final Assignment': 30.0}",40.0,test/quiz/midsem,Teamwork Quizzes (40%) - Individual Assessment,,https://programsandcourses.anu.edu.au/course/MGMT8270/First%20Semester/2493,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MGMT8270_Time_Series_LRN.pdf
POGO8067,"College of Law, Governance and Policy",Crawford School of Public Policy,,,"['test/quiz/midsem', 'reflection', 'other']","{'Teamwork Quizzes (40%) - Individual Assessment': 40.0, 'Reflections on Leadership': 30.0, 'Assessment #3: Group Final Assignment': 30.0}",,,,To enrol in this course you must be studying Executive Master of Public Administration.,,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POGO8067_Time_Series_LRN.pdf
MGMT8109,College of Business and Economics,Research School of Management,"Management, Business Administration",,"['test/quiz/midsem', 'reflection', 'other']","{'Teamwork Quizzes (40%) - Individual Assessment': 40.0, 'Reflections on Leadership': 30.0, 'Assessment #3: Group Final Assignment': 30.0}",,,,"To enrol in this course you must be: 
 enrolled in the Master of Business Administration (MBUSA) 
 and have successfully completed MGMT8103. 
 Permission to enrol in this course will be provided by the Research School of Management (RSM). If you have questions about enrolling, please contact the RSM School Office at mba@anu.edu.au.",,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MGMT8109_Time_Series_LRN.pdf
MGMT8063,College of Business and Economics,Research School of Management,"Medicine, Commerce, Econometrics, Economic History, Information Systems",Jul 2025,"['participation', 'oral/presentation', 'oral/presentation', 'other', 'exam']","{'Seminar participation (Individual - 10%)': 10.0, 'Leading social impact presentation: Galvanising collective action (Individual - 20%)': 20.0, 'Leading social impact presentation critical analysis (Individual - 20%)': 20.0, 'Social impact project (Group - 20%)': 20.0, 'Final examination (Individual - 30%)': 30.0}",30.0,exam,Final examination (Individual - 30%),You are not able to enrol in this course if you have previously completed MGMT7062.,https://programsandcourses.anu.edu.au/course/MGMT8063/Second%20Semester/8495,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MGMT8063_Time_Series_LRN.pdf
ASIA3525,College of Asia and the Pacific,School of Culture History and Language,Language Studies,Jun 2025,"['participation', 'oral/presentation', 'oral/presentation', 'other', 'exam']","{'Seminar participation (Individual - 10%)': 10.0, 'Leading social impact presentation: Galvanising collective action (Individual - 20%)': 20.0, 'Leading social impact presentation critical analysis (Individual - 20%)': 20.0, 'Social impact project (Group - 20%)': 20.0, 'Final examination (Individual - 30%)': 30.0}",,,,Incompatible with CHIN6526,,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ASIA3525_Time_Series_LRN.pdf
LAWS4307,"College of Law, Governance and Policy",Law School,,,"['essay/report', 'oral/presentation', 'other']","{'On-Country Intensive Reflective Journal/Report on Experience': 30.0, 'Work in Progress Research Project Oral Presentation (incl. Research Project Outline)': 10.0, 'Research Project': 60.0}",60.0,other,Research Project,"To enrol in this course you must be studying a: 
 Bachelor of Laws (ALLB) and have completed or be completing five 1000 level LAWS courses. 
 Enrolment is limited with selection based on a competitive process. Application information can be located on the ANU College of Law Website.",https://programsandcourses.anu.edu.au/course/LAWS4307/Summer%20Session/1439,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS4307_Time_Series_LRN.pdf
LAWS6307,"College of Law, Governance and Policy",Law School,,,"['essay/report', 'oral/presentation', 'other']","{'On-Country Intensive Reflective Journal/Report on Experience': 30.0, 'Work in Progress Research Project Oral Presentation (incl. Research Project Outline)': 10.0, 'Research Project': 60.0}",60.0,other,Research Project,"To enrol in this course you must be studying a: 
 Juris Doctor (MJD) and have completed or be completing five 6100 level LAWS courses. 
 You are not able to enrol in this course if you have previously completed LAWS4307/LAWS8337 Legal Education for True Justice: Indigenous Perspectives and Deep Listening on Country.",https://programsandcourses.anu.edu.au/course/LAWS6307/Summer%20Session/1440,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS6307_Time_Series_LRN.pdf
LAWS8587,"College of Law, Governance and Policy",Law School,Law,,"['essay/report', 'oral/presentation', 'other']","{'On-Country Intensive Reflective Journal/Report on Experience': 30.0, 'Work in Progress Research Project Oral Presentation (incl. Research Project Outline)': 10.0, 'Research Project': 60.0}",,,,"To enrol in this course you must be studying a; 
 Master of Laws (MLLM) and have completed or be completing LAWS8586 Law and Legal Institutions; or 
 Graduate Certificate of Law (CLAW) and have completed or be completing LAWS8586 Law and Legal Institutions; or 
 Juris Doctor (MJD) and have completed or be completing five 6100 level LAWS courses; or 
 Master of Financial Management and Law (MFIML) and have completed or be completing LAWS8586 Law and Legal Institutions. 
 Students undertaking any ANU graduate program may apply for this course. Enrolments are accepted on a case-by-case basis. Please contact the ANU College of Law for permission code.",,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS8587_Time_Series_LRN.pdf
LAWS2248,"College of Law, Governance and Policy",Law School,Law,Jul 2025,"['test/quiz/midsem', 'test/quiz/midsem', 'essay/report']","{'Quiz (Optional)': 0.0, 'Mid-Semester Essay': 30.0, 'Final Essay': 70.0}",70.0,essay/report,Final Essay,To enrol in this course you must be studying a Bachelor of Laws (ALLB) and have completed or be completing five 1000 level LAWS courses.,https://programsandcourses.anu.edu.au/course/LAWS2248/Second%20Semester/8101,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS2248_Time_Series_LRN.pdf
LAWS6249,"College of Law, Governance and Policy",Law School,Law,Jul 2025,"['test/quiz/midsem', 'participation', 'other', 'essay/report', 'exam']","{'Quiz 0%': 0.0, 'Tutorial Participation 10%': 10.0, 'Tutorial Discussant  10%': 10.0, 'Mid-term essay 25%': 25.0, 'Final Examination': 55.0}",55.0,exam,Final Examination,To enrol in this course you must be studying a Juris Doctor (MJD) and have completed or be completing five 1000 or 6100 level LAWS courses.,https://programsandcourses.anu.edu.au/2024/course/LAWS6249/Second%20Semester/7393,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS6249_Time_Series_LRN.pdf
LAWS2249,"College of Law, Governance and Policy",Law School,Law,Jul 2025,"['test/quiz/midsem', 'participation', 'other', 'essay/report', 'exam']","{'Quiz 0%': 0.0, 'Tutorial Participation 10%': 10.0, 'Tutorial Discussant  10%': 10.0, 'Mid-term essay 25%': 25.0, 'Final Examination': 55.0}",55.0,exam,Final Examination,To enrol in this course you must be studying a Bachelor of Laws (ALLB) and have completed or be completing five 1000 level LAWS courses.,https://programsandcourses.anu.edu.au/2024/course/LAWS2249/Second%20Semester/7100,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS2249_Time_Series_LRN.pdf
LAWS8104,"College of Law, Governance and Policy",Law School,Law,,"['participation', 'other', 'essay/report']","{'Class Participation': 10.0, 'Drafting Exercise': 20.0, '(a) Drafting Exercise and Problem-based Assignment; or (b) Research Essay': 70.0}",70.0,essay/report,(a) Drafting Exercise and Problem-based Assignment; or (b) Research Essay,"To enrol in this course you must be studying a; 
 Master of Laws (MLLM) and have completed or be completing LAWS8586 Law and Legal Institutions; or 
 Graduate Certificate of Law (CLAW) and have completed or be completing LAWS8586 Law and Legal Institutions; or 
 Juris Doctor (MJD) and have completed or be completing five 6100 level LAWS courses; or 
 Master of Financial Management and Law (MFIML) and have completed or be completing LAWS8586 Law and Legal Institutions. 
 Students undertaking any ANU graduate program may apply for this course. Enrolments are accepted on a case-by-case basis. Please contact the ANU College of Law for permission code.",https://programsandcourses.anu.edu.au/2024/course/LAWS8104/Winter%20Session/6520,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS8104_Time_Series_LRN.pdf
PHIL2289,College of Arts and Social Sciences,School of Philosophy,"Law, Philosophy, Human Rights, Arts",,"['participation', 'other', 'essay/report']","{'Class Participation': 10.0, 'Drafting Exercise': 20.0, '(a) Drafting Exercise and Problem-based Assignment; or (b) Research Essay': 70.0}",,,,"To enrol in this course you must have completed 12 Units of Philosophy (PHIL) Courses, or by permission of course convenor.",,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/PHIL2289_Time_Series_LRN.pdf
LAWS4289,"College of Law, Governance and Policy",Law School,"Art History, Law, Political Sciences",,"['participation', 'other', 'essay/report']","{'Class Participation': 10.0, 'Drafting Exercise': 20.0, '(a) Drafting Exercise and Problem-based Assignment; or (b) Research Essay': 70.0}",,,,"To enrol in this course you must be studying a: 
 Bachelor of Laws (ALLB) and have completed or be completing five 1000 level LAWS courses; or 
 Juris Doctor (MJD) and have completed or be completing five 1000 or 6100 level LAWS courses. 
 You are not able to enrol in this course if you have previously completed PHIL2289 Leviathan, Art, and Law: Constituting the Body Politic.",,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LAWS4289_Time_Series_LRN.pdf
